chirpstack_time,server_time,devName,devEui,humidity,temperature
1662360695000,1662360695635,EM300-3,24e124136b327790,63,17.6
1662360851000,1662360851917,EM300-1,24e124136c195948,61.5,17.2
1662360897000,1662360897571,EM300-2,24e124136b327793,64.5,17.8
1662360995000,1662360995590,EM300-3,24e124136b327790,63,17.7
1662361153000,1662361154087,EM300-1,24e124136c195948,62.5,17
1662361197000,1662361197624,EM300-2,24e124136b327793,64.5,17.9
1662361297000,1662361297851,EM300-3,24e124136b327790,63,17.6
1662361451000,1662361451994,EM300-1,24e124136c195948,63.5,16.9
1662361497000,1662361497564,EM300-2,24e124136b327793,64.5,17.8
1662361595373,1662361595589,EM300-3,24e124136b327790,63,17.6
1662361751634,1662361751884,EM300-1,24e124136c195948,64,16.8
1662361797305,1662361797534,EM300-2,24e124136b327793,64.5,17.8
1662361897538,1662361897852,EM300-3,24e124136b327790,63,17.6
1662362051634,1662362051930,EM300-1,24e124136c195948,64,16.6
1662362097297,1662362097573,EM300-2,24e124136b327793,64.5,17.8
1662362195000,1662362195586,EM300-3,24e124136b327790,63,17.5
1662362351000,1662362351868,EM300-1,24e124136c195948,64,16.6
1662362397000,1662362397540,EM300-2,24e124136b327793,64,17.8
1662362495000,1662362495640,EM300-3,24e124136b327790,63,17.7
1662362651000,1662362651932,EM300-1,24e124136c195948,64.5,16.5
1662362697000,1662362697595,EM300-2,24e124136b327793,64.5,17.8
1662362795000,1662362795614,EM300-3,24e124136b327790,63,17.6
1662362951000,1662362951889,EM300-1,24e124136c195948,64.5,16.4
1662362997000,1662362997558,EM300-2,24e124136b327793,64,17.8
1662363095000,1662363095667,EM300-3,24e124136b327790,63,17.6
1662363251000,1662363251861,EM300-1,24e124136c195948,64.5,16.4
1662363297000,1662363297516,EM300-2,24e124136b327793,64,17.8
1662363397000,1662363397740,EM300-3,24e124136b327790,62.5,17.6
1662363551000,1662363551930,EM300-1,24e124136c195948,65,16.2
1662363597000,1662363597581,EM300-2,24e124136b327793,64,17.8
1662363695000,1662363695604,EM300-3,24e124136b327790,63,17.6
1662363851000,1662363851877,EM300-1,24e124136c195948,65.5,16.2
1662363897000,1662363897535,EM300-2,24e124136b327793,64.5,17.7
1662363995000,1662363995541,EM300-3,24e124136b327790,62.5,17.5
1662364295000,1662364295603,EM300-3,24e124136b327790,62.5,17.6
1662364451000,1662364451899,EM300-1,24e124136c195948,65.5,16
1662364497000,1662364497552,EM300-2,24e124136b327793,65,17.7
1662364595000,1662364595560,EM300-3,24e124136b327790,62.5,17.5
1662364751000,1662364751969,EM300-1,24e124136c195948,66,15.9
1662364797000,1662364797524,EM300-2,24e124136b327793,65.5,17.7
1662364895000,1662364895545,EM300-3,24e124136b327790,62,17.5
1662365051000,1662365051927,EM300-1,24e124136c195948,66,15.8
1662365099000,1662365099668,EM300-2,24e124136b327793,65.5,17.7
1662365195291,1662365195573,EM300-3,24e124136b327790,62,17.5
1662365351618,1662365351868,EM300-1,24e124136c195948,66,15.9
1662365397196,1662365397522,EM300-2,24e124136b327793,65.5,17.7
1662365495290,1662365495587,EM300-3,24e124136b327790,62.5,17.4
1662365651612,1662365651917,EM300-1,24e124136c195948,66,15.8
1662365697185,1662365697458,EM300-2,24e124136b327793,65.5,17.8
1662365795000,1662365795580,EM300-3,24e124136b327790,62.5,17.4
1662365997000,1662365997423,EM300-2,24e124136b327793,65,17.7
1662366095000,1662366095542,EM300-3,24e124136b327790,62.5,17.5
1662366251000,1662366251920,EM300-1,24e124136c195948,66.5,15.6
1662366297000,1662366297464,EM300-2,24e124136b327793,65.5,17.6
1662366395000,1662366395581,EM300-3,24e124136b327790,62.5,17.5
1662366551000,1662366551862,EM300-1,24e124136c195948,67,15.6
1662366599000,1662366599624,EM300-2,24e124136b327793,65.5,17.7
1662366851000,1662366851923,EM300-1,24e124136c195948,67.5,15.4
1662366897000,1662366897473,EM300-2,24e124136b327793,65.5,17.7
1662366995000,1662366995594,EM300-3,24e124136b327790,62.5,17.3
1662367151000,1662367151897,EM300-1,24e124136c195948,68,15.4
1662367199000,1662367199654,EM300-2,24e124136b327793,65.5,17.6
1662367295000,1662367295564,EM300-3,24e124136b327790,63,17.4
1662367451000,1662367451857,EM300-1,24e124136c195948,68.5,15.4
1662367497000,1662367497409,EM300-2,24e124136b327793,65.5,17.7
1662367595000,1662367595528,EM300-3,24e124136b327790,62.5,17.4
1662367751000,1662367751910,EM300-1,24e124136c195948,69,15.4
1662367797000,1662367797474,EM300-2,24e124136b327793,66,17.8
1662367895000,1662367895489,EM300-3,24e124136b327790,63,17.4
1662368051000,1662368051857,EM300-1,24e124136c195948,69.5,15.3
1662368099000,1662368099620,EM300-2,24e124136b327793,66,17.7
1662368195000,1662368195530,EM300-3,24e124136b327790,63,17.3
1662368351000,1662368351899,EM300-1,24e124136c195948,70,15.3
1662368396000,1662368397360,EM300-2,24e124136b327793,66,17.7
1662368495000,1662368495482,EM300-3,24e124136b327790,63,17.3
1662368651000,1662368651876,EM300-1,24e124136c195948,70.5,15.3
1662368696000,1662368697340,EM300-2,24e124136b327793,66,17.8
1662368797000,1662368797666,EM300-3,24e124136b327790,63.5,17.2
1662368951616,1662368951833,EM300-1,24e124136c195948,70.5,15.2
1662368999277,1662368999602,EM300-2,24e124136b327793,66,17.6
1662369095232,1662369095516,EM300-3,24e124136b327790,63.5,17.3
1662369253791,1662369254022,EM300-1,24e124136c195948,71,15.1
1662369297100,1662369297356,EM300-2,24e124136b327793,66.5,17.8
1662369395234,1662369395468,EM300-3,24e124136b327790,63.5,17.3
1662369551000,1662369551877,EM300-1,24e124136c195948,71,15
1662369596000,1662369597328,EM300-2,24e124136b327793,66.5,17.7
1662369695000,1662369695462,EM300-3,24e124136b327790,63.5,17.2
1662369851000,1662369851842,EM300-1,24e124136c195948,71.5,14.9
1662369896000,1662369897376,EM300-2,24e124136b327793,66.5,17.7
1662369995000,1662369995513,EM300-3,24e124136b327790,63.5,17.2
1662370151000,1662370151895,EM300-1,24e124136c195948,71.5,14.9
1662370196000,1662370197342,EM300-2,24e124136b327793,66.5,17.8
1662370295000,1662370295453,EM300-3,24e124136b327790,63.5,17.2
1662370451000,1662370451925,EM300-1,24e124136c195948,72,14.8
1662370496000,1662370497376,EM300-2,24e124136b327793,66.5,17.6
1662370597000,1662370597704,EM300-3,24e124136b327790,63.5,17.2
1662370753000,1662370754078,EM300-1,24e124136c195948,72.5,14.8
1662370796000,1662370797317,EM300-2,24e124136b327793,66.5,17.7
1662370895000,1662370895430,EM300-3,24e124136b327790,64,17.2
1662371051000,1662371051907,EM300-1,24e124136c195948,73,14.7
1662371096000,1662371097351,EM300-2,24e124136b327793,66.5,17.8
1662371195000,1662371195483,EM300-3,24e124136b327790,64,17.2
1662371351000,1662371351873,EM300-1,24e124136c195948,73,14.6
1662371495000,1662371495448,EM300-3,24e124136b327790,64,17.2
1662371651000,1662371651852,EM300-1,24e124136c195948,73.5,14.6
1662371696000,1662371697288,EM300-2,24e124136b327793,66.5,17.7
1662371795000,1662371795595,EM300-3,24e124136b327790,64,17.1
1662371951000,1662371951913,EM300-1,24e124136c195948,73.5,14.7
1662371996000,1662371997256,EM300-2,24e124136b327793,66,17.7
1662372095000,1662372095480,EM300-3,24e124136b327790,64.5,17.2
1662372251000,1662372251873,EM300-1,24e124136c195948,73.5,14.5
1662372296000,1662372297358,EM300-2,24e124136b327793,66,17.6
1662372395000,1662372395415,EM300-3,24e124136b327790,64.5,17
1662372551630,1662372551909,EM300-1,24e124136c195948,73.5,14.6
1662372597026,1662372597259,EM300-2,24e124136b327793,66,17.6
1662372697354,1662372697585,EM300-3,24e124136b327790,64,17.1
1662372851630,1662372851857,EM300-1,24e124136c195948,73.5,14.7
1662372897015,1662372897210,EM300-2,24e124136b327793,66,17.6
1662372995182,1662372995437,EM300-3,24e124136b327790,64,17
1662373196000,1662373197270,EM300-2,24e124136b327793,65.5,17.6
1662373295000,1662373295483,EM300-3,24e124136b327790,64,17.1
1662373451000,1662373451869,EM300-1,24e124136c195948,73,14.5
1662373595000,1662373595453,EM300-3,24e124136b327790,64,17
1662373751000,1662373751945,EM300-1,24e124136c195948,73,14.5
1662373796000,1662373797294,EM300-2,24e124136b327793,65.5,17.7
1662373895000,1662373895421,EM300-3,24e124136b327790,64,16.9
1662374051000,1662374051898,EM300-1,24e124136c195948,73,14.4
1662374096000,1662374097241,EM300-2,24e124136b327793,65.5,17.5
1662374351000,1662374351859,EM300-1,24e124136c195948,72.5,14.5
1662374396000,1662374397202,EM300-2,24e124136b327793,65.5,17.6
1662374494000,1662374495425,EM300-3,24e124136b327790,64,16.9
1662374651000,1662374651915,EM300-1,24e124136c195948,72.5,14.5
1662374696000,1662374697260,EM300-2,24e124136b327793,66,17.6
1662374794000,1662374795392,EM300-3,24e124136b327790,63.5,16.9
1662374951000,1662374951910,EM300-1,24e124136c195948,72,14.5
1662374996000,1662374997264,EM300-2,24e124136b327793,65.5,17.5
1662375094000,1662375095387,EM300-3,24e124136b327790,64,16.9
1662375251000,1662375251862,EM300-1,24e124136c195948,72,14.4
1662375296000,1662375297222,EM300-2,24e124136b327793,65.5,17.6
1662375394000,1662375395432,EM300-3,24e124136b327790,64,17
1662375551000,1662375551929,EM300-1,24e124136c195948,71.5,14.5
1662375596000,1662375597183,EM300-2,24e124136b327793,65.5,17.6
1662375694000,1662375695408,EM300-3,24e124136b327790,64,16.9
1662375851000,1662375851895,EM300-1,24e124136c195948,71.5,14.5
1662375896000,1662375897245,EM300-2,24e124136b327793,65,17.5
1662376151000,1662376151855,EM300-1,24e124136c195948,71,14.5
1662376196935,1662376197203,EM300-2,24e124136b327793,65.5,17.5
1662376295126,1662376295424,EM300-3,24e124136b327790,64,16.9
1662376451633,1662376451916,EM300-1,24e124136c195948,71,14.5
1662376496926,1662376497172,EM300-2,24e124136b327793,65.5,17.5
1662376595120,1662376595382,EM300-3,24e124136b327790,63.5,16.9
1662376751000,1662376751892,EM300-1,24e124136c195948,71,14.5
1662376796000,1662376797145,EM300-2,24e124136b327793,65.5,17.5
1662376894000,1662376895375,EM300-3,24e124136b327790,63.5,16.9
1662377051000,1662377051855,EM300-1,24e124136c195948,71,14.4
1662377096000,1662377097206,EM300-2,24e124136b327793,65.5,17.5
1662377194000,1662377195423,EM300-3,24e124136b327790,63.5,16.9
1662377351000,1662377351927,EM300-1,24e124136c195948,71,14.3
1662377396000,1662377397178,EM300-2,24e124136b327793,65.5,17.5
1662377494000,1662377495394,EM300-3,24e124136b327790,63,16.9
1662377651000,1662377651878,EM300-1,24e124136c195948,71,14.4
1662377696000,1662377697126,EM300-2,24e124136b327793,65.5,17.5
1662377794000,1662377795345,EM300-3,24e124136b327790,63.5,16.9
1662377953000,1662377954060,EM300-1,24e124136c195948,71,14.4
1662377996000,1662377997116,EM300-2,24e124136b327793,65.5,17.5
1662378094000,1662378095330,EM300-3,24e124136b327790,63.5,17
1662378251000,1662378251922,EM300-1,24e124136c195948,71,14.4
1662378296000,1662378297172,EM300-2,24e124136b327793,66,17.4
1662378394000,1662378395296,EM300-3,24e124136b327790,63,17
1662378551000,1662378551884,EM300-1,24e124136c195948,71,14.4
1662378596000,1662378597128,EM300-2,24e124136b327793,66,17.4
1662378694000,1662378695350,EM300-3,24e124136b327790,63,17
1662378853000,1662378854035,EM300-1,24e124136c195948,71,14.3
1662378898000,1662378899294,EM300-2,24e124136b327793,65.5,17.5
1662378994000,1662378995298,EM300-3,24e124136b327790,63,16.9
1662379151000,1662379151900,EM300-1,24e124136c195948,71,14.2
1662379196000,1662379197144,EM300-2,24e124136b327793,66,17.4
1662379294000,1662379295376,EM300-3,24e124136b327790,63,16.9
1662379451000,1662379451858,EM300-1,24e124136c195948,71,14.3
1662379496000,1662379497107,EM300-2,24e124136b327793,65.5,17.4
1662379594000,1662379595336,EM300-3,24e124136b327790,63,17
1662379751000,1662379751934,EM300-1,24e124136c195948,71.5,14.1
1662379796000,1662379797081,EM300-2,24e124136b327793,66,17.4
1662379895040,1662379895294,EM300-3,24e124136b327790,63,17
1662380051614,1662380051879,EM300-1,24e124136c195948,71.5,14.2
1662380096811,1662380097137,EM300-2,24e124136b327793,66,17.3
1662380195033,1662380195256,EM300-3,24e124136b327790,63,16.9
1662380396803,1662380397096,EM300-2,24e124136b327793,66,17.4
1662380494000,1662380495314,EM300-3,24e124136b327790,63,17
1662380651000,1662380651897,EM300-1,24e124136c195948,71.5,14.1
1662380794000,1662380795382,EM300-3,24e124136b327790,63,16.9
1662380951000,1662380951869,EM300-1,24e124136c195948,71.5,14.1
1662380996000,1662380997126,EM300-2,24e124136b327793,66,17.4
1662381094000,1662381095336,EM300-3,24e124136b327790,63,16.9
1662381251000,1662381251922,EM300-1,24e124136c195948,72,14
1662381296000,1662381297071,EM300-2,24e124136b327793,66,17.3
1662381394000,1662381395283,EM300-3,24e124136b327790,63,16.9
1662381551000,1662381551883,EM300-1,24e124136c195948,72,13.9
1662381596000,1662381597040,EM300-2,24e124136b327793,66.5,17.2
1662381694000,1662381695261,EM300-3,24e124136b327790,62.5,16.8
1662381896000,1662381897025,EM300-2,24e124136b327793,66,17.3
1662381994000,1662381995246,EM300-3,24e124136b327790,62.5,16.9
1662382151000,1662382151839,EM300-1,24e124136c195948,72,13.9
1662382196000,1662382196991,EM300-2,24e124136b327793,66,17.2
1662382294000,1662382295305,EM300-3,24e124136b327790,63,16.9
1662382451000,1662382451904,EM300-1,24e124136c195948,72,13.9
1662382496000,1662382497047,EM300-2,24e124136b327793,66.5,17.2
1662382594000,1662382595254,EM300-3,24e124136b327790,63,16.8
1662382751000,1662382751936,EM300-1,24e124136c195948,71.5,14
1662382796000,1662382796990,EM300-2,24e124136b327793,66.5,17.2
1662382894000,1662382895311,EM300-3,24e124136b327790,63,16.9
1662383051000,1662383051887,EM300-1,24e124136c195948,71.5,13.9
1662383194000,1662383195258,EM300-3,24e124136b327790,63,16.8
1662383351000,1662383351940,EM300-1,24e124136c195948,71.5,13.9
1662383396000,1662383397090,EM300-2,24e124136b327793,66.5,17.2
1662383494000,1662383495216,EM300-3,24e124136b327790,63,16.9
1662383651612,1662383651893,EM300-1,24e124136c195948,71.5,13.9
1662383696719,1662383697041,EM300-2,24e124136b327793,66.5,17.2
1662383794981,1662383795245,EM300-3,24e124136b327790,63,16.8
1662383951612,1662383951921,EM300-1,24e124136c195948,71.5,13.9
1662383996713,1662383996973,EM300-2,24e124136b327793,66.5,17.1
1662384251000,1662384251867,EM300-1,24e124136c195948,71.5,13.8
1662384296000,1662384297022,EM300-2,24e124136b327793,66.5,17.1
1662384394000,1662384395237,EM300-3,24e124136b327790,63,16.9
1662384551000,1662384551920,EM300-1,24e124136c195948,71.5,13.9
1662384596000,1662384596972,EM300-2,24e124136b327793,66.5,17.1
1662384694000,1662384695192,EM300-3,24e124136b327790,63,16.9
1662384851000,1662384851876,EM300-1,24e124136c195948,71,13.9
1662384898000,1662384899130,EM300-2,24e124136b327793,66.5,17
1662384994000,1662384995251,EM300-3,24e124136b327790,62.5,16.9
1662385151000,1662385151854,EM300-1,24e124136c195948,71,13.9
1662385196000,1662385197005,EM300-2,24e124136b327793,67,17.1
1662385294000,1662385295224,EM300-3,24e124136b327790,62,16.9
1662385453000,1662385454011,EM300-1,24e124136c195948,71.5,13.8
1662385496000,1662385496965,EM300-2,24e124136b327793,66.5,17
1662385594000,1662385595184,EM300-3,24e124136b327790,62,16.8
1662385751000,1662385751863,EM300-1,24e124136c195948,71.5,13.7
1662385796000,1662385796908,EM300-2,24e124136b327793,67,17
1662385894000,1662385895219,EM300-3,24e124136b327790,62.5,16.9
1662386051000,1662386051904,EM300-1,24e124136c195948,71.5,13.7
1662386096000,1662386096948,EM300-2,24e124136b327793,67,17
1662386196000,1662386197370,EM300-3,24e124136b327790,62.5,16.8
1662386351000,1662386351879,EM300-1,24e124136c195948,71.5,13.7
1662386396000,1662386396923,EM300-2,24e124136b327793,67,17
1662386494000,1662386495238,EM300-3,24e124136b327790,62,16.9
1662386651000,1662386651908,EM300-1,24e124136c195948,71.5,13.7
1662386696000,1662386696971,EM300-2,24e124136b327793,67,16.9
1662386794000,1662386795188,EM300-3,24e124136b327790,62.5,16.8
1662386951000,1662386951860,EM300-1,24e124136c195948,72,13.6
1662386996000,1662386996912,EM300-2,24e124136b327793,67,17.1
1662387094000,1662387095223,EM300-3,24e124136b327790,62.5,16.8
1662387251621,1662387251904,EM300-1,24e124136c195948,72,13.6
1662387296634,1662387296866,EM300-2,24e124136b327793,67,16.9
1662387394924,1662387395182,EM300-3,24e124136b327790,62,16.8
1662387551618,1662387551882,EM300-1,24e124136c195948,71.5,13.7
1662387596629,1662387596928,EM300-2,24e124136b327793,67,17
1662387694919,1662387695250,EM300-3,24e124136b327790,62.5,16.8
1662387896000,1662387896880,EM300-2,24e124136b327793,67,16.9
1662387994000,1662387995202,EM300-3,24e124136b327790,62,16.8
1662388151000,1662388151884,EM300-1,24e124136c195948,72.5,13.6
1662388196000,1662388196929,EM300-2,24e124136b327793,67,17
1662388294000,1662388295148,EM300-3,24e124136b327790,62.5,16.9
1662388451000,1662388451851,EM300-1,24e124136c195948,72.5,13.4
1662388498000,1662388499108,EM300-2,24e124136b327793,67,16.9
1662388594000,1662388595120,EM300-3,24e124136b327790,62.5,16.8
1662388751000,1662388751857,EM300-1,24e124136c195948,73,13.4
1662388796000,1662388796904,EM300-2,24e124136b327793,67,16.9
1662388894000,1662388895124,EM300-3,24e124136b327790,62,16.7
1662389051000,1662389051905,EM300-1,24e124136c195948,73,13.4
1662389096000,1662389096855,EM300-2,24e124136b327793,67,16.9
1662389194000,1662389195179,EM300-3,24e124136b327790,62.5,16.7
1662389351000,1662389351869,EM300-1,24e124136c195948,73,13.4
1662389396000,1662389396825,EM300-2,24e124136b327793,67,16.9
1662389494000,1662389495150,EM300-3,24e124136b327790,62.5,16.8
1662389651000,1662389651854,EM300-1,24e124136c195948,73,13.4
1662389696000,1662389696802,EM300-2,24e124136b327793,67,16.9
1662389794000,1662389795122,EM300-3,24e124136b327790,62,16.6
1662389951000,1662389951911,EM300-1,24e124136c195948,73.5,13.3
1662389996000,1662389996858,EM300-2,24e124136b327793,67,16.8
1662390094000,1662390095106,EM300-3,24e124136b327790,62.5,16.6
1662390251000,1662390251899,EM300-1,24e124136c195948,73.5,13.2
1662390296000,1662390296846,EM300-2,24e124136b327793,67,16.8
1662390551000,1662390551833,EM300-1,24e124136c195948,73.5,13.3
1662390596000,1662390596789,EM300-2,24e124136b327793,67.5,16.8
1662390694000,1662390695113,EM300-3,24e124136b327790,62.5,16.7
1662390851000,1662390851896,EM300-1,24e124136c195948,73.5,13.3
1662390896544,1662390896751,EM300-2,24e124136b327793,67.5,16.7
1662390994866,1662390995160,EM300-3,24e124136b327790,62.5,16.6
1662391151632,1662391151932,EM300-1,24e124136c195948,74,13.1
1662391196536,1662391196784,EM300-2,24e124136b327793,67.5,16.8
1662391294861,1662391295096,EM300-3,24e124136b327790,62.5,16.7
1662391451000,1662391451877,EM300-1,24e124136c195948,74,13.2
1662391594000,1662391595152,EM300-3,24e124136b327790,63,16.7
1662391751000,1662391751942,EM300-1,24e124136c195948,74,13.2
1662391796000,1662391796785,EM300-2,24e124136b327793,67.5,16.7
1662392053000,1662392054116,EM300-1,24e124136c195948,74,13.1
1662392096000,1662392096767,EM300-2,24e124136b327793,67.5,16.7
1662392194000,1662392195081,EM300-3,24e124136b327790,63,16.6
1662392351000,1662392351875,EM300-1,24e124136c195948,74,13.1
1662392396000,1662392396738,EM300-2,24e124136b327793,67.5,16.7
1662392494000,1662392495147,EM300-3,24e124136b327790,63,16.6
1662392651000,1662392651938,EM300-1,24e124136c195948,74.5,13.1
1662392794000,1662392795108,EM300-3,24e124136b327790,63,16.6
1662392951000,1662392951888,EM300-1,24e124136c195948,74.5,13
1662392996000,1662392996747,EM300-2,24e124136b327793,67.5,16.7
1662393094000,1662393095053,EM300-3,24e124136b327790,63,16.6
1662393251000,1662393251941,EM300-1,24e124136c195948,74.5,13
1662393296000,1662393296792,EM300-2,24e124136b327793,68,16.6
1662393394000,1662393395122,EM300-3,24e124136b327790,62.5,16.6
1662393551000,1662393551915,EM300-1,24e124136c195948,75,13
1662393596000,1662393596767,EM300-2,24e124136b327793,68,16.6
1662393696000,1662393697309,EM300-3,24e124136b327790,63,16.5
1662393851000,1662393851890,EM300-1,24e124136c195948,75,12.9
1662393896000,1662393896740,EM300-2,24e124136b327793,68,16.7
1662393994000,1662393995063,EM300-3,24e124136b327790,63,16.4
1662394153000,1662394154070,EM300-1,24e124136c195948,75.5,12.9
1662394196000,1662394196707,EM300-2,24e124136b327793,68,16.6
1662394294000,1662394295120,EM300-3,24e124136b327790,63,16.4
1662394451000,1662394451906,EM300-1,24e124136c195948,76,12.8
1662394496455,1662394496763,EM300-2,24e124136b327793,68,16.5
1662394596981,1662394597219,EM300-3,24e124136b327790,63,16.4
1662394755978,1662394756206,EM300-1,24e124136c195948,76,12.8
1662394796452,1662394796756,EM300-2,24e124136b327793,68,16.5
1662394894799,1662394895092,EM300-3,24e124136b327790,63.5,16.5
1662395051627,1662395051927,EM300-1,24e124136c195948,76.5,12.8
1662395096000,1662395096671,EM300-2,24e124136b327793,68,16.5
1662395194000,1662395195071,EM300-3,24e124136b327790,63.5,16.3
1662395351000,1662395351917,EM300-1,24e124136c195948,76.5,12.7
1662395396000,1662395396663,EM300-2,24e124136b327793,68,16.6
1662395494000,1662395495099,EM300-3,24e124136b327790,63.5,16.4
1662395653000,1662395654088,EM300-1,24e124136c195948,76,12.6
1662395696000,1662395696728,EM300-2,24e124136b327793,68,16.5
1662395794000,1662395795044,EM300-3,24e124136b327790,63,16.4
1662395951000,1662395951934,EM300-1,24e124136c195948,76,12.7
1662395996000,1662395996698,EM300-2,24e124136b327793,68,16.5
1662396094000,1662396095008,EM300-3,24e124136b327790,63.5,16.3
1662396251000,1662396251926,EM300-1,24e124136c195948,76,12.6
1662396296000,1662396296672,EM300-2,24e124136b327793,68,16.5
1662396394000,1662396395087,EM300-3,24e124136b327790,63,16.4
1662396596000,1662396596628,EM300-2,24e124136b327793,68,16.5
1662396696000,1662396697248,EM300-3,24e124136b327790,63,16.3
1662396851000,1662396851953,EM300-1,24e124136c195948,76.5,12.6
1662396896000,1662396896605,EM300-2,24e124136b327793,68,16.3
1662396994000,1662396995015,EM300-3,24e124136b327790,63.5,16.2
1662397151000,1662397151910,EM300-1,24e124136c195948,76.5,12.6
1662397196000,1662397196661,EM300-2,24e124136b327793,68,16.4
1662397294000,1662397295079,EM300-3,24e124136b327790,63.5,16.3
1662397451000,1662397451868,EM300-1,24e124136c195948,76,12.5
1662397496000,1662397496631,EM300-2,24e124136b327793,68,16.4
1662397594000,1662397595036,EM300-3,24e124136b327790,63,16.2
1662397751000,1662397751964,EM300-1,24e124136c195948,76,12.5
1662397796000,1662397796605,EM300-2,24e124136b327793,68,16.4
1662397894000,1662397895028,EM300-3,24e124136b327790,63,16.3
1662398051000,1662398051917,EM300-1,24e124136c195948,76,12.4
1662398096000,1662398096667,EM300-2,24e124136b327793,68,16.5
1662398351625,1662398351878,EM300-1,24e124136c195948,76.5,12.4
1662398494727,1662398495056,EM300-3,24e124136b327790,63,16.2
1662398651625,1662398651937,EM300-1,24e124136c195948,76,12.5
1662398696331,1662398696588,EM300-2,24e124136b327793,68,16.4
1662398794000,1662398794996,EM300-3,24e124136b327790,63,16.3
1662398951000,1662398951893,EM300-1,24e124136c195948,76.5,12.3
1662398996000,1662398996633,EM300-2,24e124136b327793,67.5,16.3
1662399094000,1662399095044,EM300-3,24e124136b327790,63,16.2
1662399251000,1662399251933,EM300-1,24e124136c195948,76.5,12.3
1662399296000,1662399296586,EM300-2,24e124136b327793,68,16.2
1662399394000,1662399394989,EM300-3,24e124136b327790,63.5,16.2
1662399551000,1662399551889,EM300-1,24e124136c195948,76.5,12.3
1662399596000,1662399596540,EM300-2,24e124136b327793,68,16.3
1662399694000,1662399694948,EM300-3,24e124136b327790,63.5,16.1
1662399851000,1662399851946,EM300-1,24e124136c195948,77,12.2
1662399994000,1662399995004,EM300-3,24e124136b327790,63.5,16
1662400151000,1662400151910,EM300-1,24e124136c195948,77.5,12.1
1662400196000,1662400196569,EM300-2,24e124136b327793,67.5,16.2
1662400294000,1662400294992,EM300-3,24e124136b327790,63.5,16.1
1662400451000,1662400451881,EM300-1,24e124136c195948,77.5,12.2
1662400496000,1662400496530,EM300-2,24e124136b327793,68,16.3
1662400594000,1662400594957,EM300-3,24e124136b327790,63.5,16
1662400751000,1662400751842,EM300-1,24e124136c195948,77.5,12.1
1662400796000,1662400796597,EM300-2,24e124136b327793,68,16.2
1662400894000,1662400894910,EM300-3,24e124136b327790,63.5,16.1
1662401051000,1662401051843,EM300-1,24e124136c195948,78,12.1
1662401095000,1662401096600,EM300-2,24e124136b327793,68,16.2
1662401194000,1662401194951,EM300-3,24e124136b327790,63.5,16
1662401351000,1662401351940,EM300-1,24e124136c195948,78.5,12
1662401395000,1662401396487,EM300-2,24e124136b327793,68,16.2
1662401494000,1662401495009,EM300-3,24e124136b327790,64,16
1662401651000,1662401651899,EM300-1,24e124136c195948,79,12
1662401698000,1662401698652,EM300-2,24e124136b327793,68,16.2
1662401794675,1662401794959,EM300-3,24e124136b327790,64,16.1
1662401951625,1662401951880,EM300-1,24e124136c195948,79.5,11.9
1662401996248,1662401996531,EM300-2,24e124136b327793,68,16.2
1662402094673,1662402094961,EM300-3,24e124136b327790,64,16
1662402251625,1662402251873,EM300-1,24e124136c195948,80,11.9
1662402296243,1662402296529,EM300-2,24e124136b327793,68,16.2
1662402394000,1662402394943,EM300-3,24e124136b327790,64.5,16.1
1662402551000,1662402551941,EM300-1,24e124136c195948,80.5,12
1662402595000,1662402596495,EM300-2,24e124136b327793,68,16
1662402696000,1662402697070,EM300-3,24e124136b327790,65,16
1662402851000,1662402851956,EM300-1,24e124136c195948,80.5,12
1662402898000,1662402898717,EM300-2,24e124136b327793,68,16.2
1662402994000,1662402994949,EM300-3,24e124136b327790,65,16
1662403151000,1662403151944,EM300-1,24e124136c195948,81,12
1662403195000,1662403196497,EM300-2,24e124136b327793,68,16.1
1662403294000,1662403294933,EM300-3,24e124136b327790,65.5,15.9
1662403451000,1662403451949,EM300-1,24e124136c195948,81,11.9
1662403495000,1662403496497,EM300-2,24e124136b327793,68,16.1
1662403594000,1662403594905,EM300-3,24e124136b327790,65,16
1662403751000,1662403752015,EM300-1,24e124136c195948,81.5,11.9
1662403798000,1662403798693,EM300-2,24e124136b327793,68,16
1662403894000,1662403894951,EM300-3,24e124136b327790,65.5,15.9
1662404095000,1662404096511,EM300-2,24e124136b327793,68.5,16
1662404194000,1662404194924,EM300-3,24e124136b327790,65.5,16
1662404351000,1662404351899,EM300-1,24e124136c195948,82,12
1662404395000,1662404396449,EM300-2,24e124136b327793,68,16.1
1662404494000,1662404494872,EM300-3,24e124136b327790,65.5,16
1662404651000,1662404651887,EM300-1,24e124136c195948,82,11.8
1662404695000,1662404696440,EM300-2,24e124136b327793,68,16.1
1662404794000,1662404794950,EM300-3,24e124136b327790,65.5,16
1662404951000,1662404951963,EM300-1,24e124136c195948,82,11.9
1662404995000,1662404996506,EM300-2,24e124136b327793,68.5,16.1
1662405094000,1662405094923,EM300-3,24e124136b327790,65.5,16
1662405295000,1662405296464,EM300-2,24e124136b327793,68.5,16
1662405394624,1662405394876,EM300-3,24e124136b327790,65.5,16
1662405551633,1662405551857,EM300-1,24e124136c195948,82.5,11.9
1662405596163,1662405596407,EM300-2,24e124136b327793,68.5,16
1662405694620,1662405694919,EM300-3,24e124136b327790,65.5,16
1662405851641,1662405851906,EM300-1,24e124136c195948,82,11.9
